id,condition,title,buying_mode,price,original_price,sale_amount,sale_type,available_quantity,accepts_mercadopago,use_thumbnail_id,health,Seller_City,Seller_state
MLB5055339222,new,Kit Tenis Feminino + Relogio Academia Corrida Treino Leve,buy_it_now,59.98,115.28,59.98,promotion,100,True,True,0.77,Perdigão,Minas Gerais
MLB3263121129,new,Tênis Olympikus Vibração Masculino Esportivo - Original,buy_it_now,148.9,199.9,148.9,promotion,500,True,True,0.83,São Paulo Centro,São Paulo
MLB3647139263,new,Tênis Mizuno Jet 7 Masculino Corrida - Caminhada,buy_it_now,238.24,333.22,238.24,promotion,50,True,True,1.0,São Paulo Centro,São Paulo
MLB3760091085,new,Tênis New Balance 680 V8 Masculino,buy_it_now,429.9,599.9,429.9,promotion,250,True,True,0.9,Nova Lima,Minas Gerais
MLB5051480786,new,Kit 3 Tênis Academia Treino Masculino Fitness Promoção,buy_it_now,178.5,184.9,178.5,promotion,1,True,True,0.88,Nova Serrana,Minas Gerais
MLB3823548821,new,Tenis Esporte Masculino Academia Caminhada + Relógio Digital,buy_it_now,75.52,104.9,75.52,promotion,5000,True,True,0.72,Franca,São Paulo
MLB1824136653,new,Tênis Feminino Leve Esportivo Sapato Confortável Promoção,buy_it_now,44.65,59.99,44.65,promotion,100,True,True,0.87,Poá,São Paulo
MLB5137157720,new,Tênis Mizuno Atlantis - Masculino,buy_it_now,289.9,,289.9,standard,1,True,True,1.0,Santa Cruz do Sul,Rio Grande do Sul
MLB3827168491,new,Tênis Fila Racer Speedzone Masculino,buy_it_now,551.9,599.9,551.9,promotion,500,True,True,1.0,Itabira,Minas Gerais
MLB3733489779,new,Tênis Fila Masculino Duality Original,buy_it_now,217.43,342.49,217.43,promotion,1,True,True,0.88,Sorocaba,São Paulo
MLB3663270273,new,Tênis Menina Sapato Fem Combo 2  Escolar Casual Original Dzu,buy_it_now,129.16,169.96,129.16,promotion,500,True,True,0.88,Nova Serrana,Minas Gerais
MLB1559933283,new,Tenis Feminino Academia Original Corrida Caminhada Byllbow,buy_it_now,63.96,78.0,63.96,promotion,200,True,True,0.77,,Minas Gerais
MLB1473928151,new,Tênis Masculino Tamanho Especial Esporte Caminhada Box 200,buy_it_now,76.41,89.9,76.41,promotion,50,True,True,0.66,Birigüi,São Paulo
MLB5113477672,new,Óculos Ciclismo Esporte Bike Absolute Uv400 Polarizado Nero Cor Da Armação Preta,buy_it_now,57.9,,57.9,standard,1,True,True,,Cotia,São Paulo
MLB3193110649,new,Kit Tenis Masculino Academia + Relógio Digital Led + Meia,buy_it_now,109.9,169.9,109.9,promotion,250,True,True,0.88,Nova Serrana,Minas Gerais
MLB3870610903,new,Tênis Asics Original Gel Shinobi 2 Masculino Original Treino,buy_it_now,283.1,479.9,283.1,promotion,100,True,True,1.0,São Paulo Centro,São Paulo
MLB3838470073,new,Tênis Fila Float Maxxi 2 Color Azul/grafite - Adulto 40 Br,buy_it_now,529.9,797.18,529.9,promotion,1,True,True,,Nova Lima,Minas Gerais
MLB3782239397,new,Camiseta Tecido Dry Leve Blusa Manga Curta Academia,buy_it_now,23.9,,23.9,standard,500,True,True,0.8,Apucarana,Paraná
MLB1451757631,new,Tenis Feminino Academia Barato Caminhada Corrida Esportivo,buy_it_now,45.6,69.9,45.6,promotion,100,True,True,0.77,Nova Serrana,Minas Gerais
MLB3781112593,new,Tenis Masculino Soma Olympikus Dia A Dia Original,buy_it_now,177.9,249.99,177.9,promotion,100,True,True,0.88,São João da Boa Vista,São Paulo
MLB1248122363,new,Oculos Rockbros Para Ciclista Bike Ciclismo Corrida Pesca Esporte Ao Ar Livre Kit 5 Lentes Polarizada Material Levissimo,buy_it_now,119.99,,119.99,standard,1,True,True,0.87,Sorocaba,São Paulo
MLB3728990611,new,Tênis Masculino Esportivo Academia Leve Promoção Kit 2 Pares,buy_it_now,134.81,149.79,134.81,promotion,50,True,True,0.77,Pará de Minas,Minas Gerais
MLB2935208314,new,Tenis Masculino Confortavel/academia/crossfit + Relógio,buy_it_now,74.0,77.9,74.0,promotion,500,True,True,0.88,Franca,São Paulo
MLB2707831259,new,"Tenis Olympikus Proof 3 Masculino Numero 45,46,47,48",buy_it_now,199.4,209.9,199.4,promotion,250,True,True,0.88,Toledo,Paraná
MLB3435230551,new,Kit Tênis Esportivo It Shoes Masculino + Relógio Digital,buy_it_now,119.64,209.9,119.64,promotion,250,True,True,0.88,Nova Serrana,Minas Gerais
MLB3837411781,new,"Tênis Hoka Clifton 8 Cor De Aço Azul/laranja - Adulto 45,5 Ue",buy_it_now,989.91,1099.9,989.91,promotion,1,True,True,,Itabira,Minas Gerais
MLB3709509969,new,2 Camiseta Dry Fit Para Treinar Max Titanium - Original ,buy_it_now,78.8,,78.8,standard,500,True,True,0.7,Birigüi,São Paulo
MLB4334370416,new,Camiseta Compressão Masculina Under Armour Hg Armour Ss Mc,buy_it_now,198.55,209.0,198.55,promotion,1,True,True,0.7,Barueri,São Paulo
MLB3446299864,new,Par Munhequeira Atoalhada Pulso Tênis Squash Corrida Fitness,buy_it_now,22.72,26.9,22.72,promotion,1,True,True,0.85,São Bernardo do Campo,São Paulo
MLB4442288266,new,Tênis Masculino Mizuno Wave Legend 2 Cor Chumbo/vermelho - Adulto 42 Br,buy_it_now,469.9,,469.9,standard,1,True,True,,Penápolis,São Paulo
MLB2620653532,new,Tênis Para Trabalho Passeio Casual Leve Conforto Top Oferta,buy_it_now,93.02,,93.02,standard,5000,True,True,0.63,Franca,São Paulo
MLB1716318744,new,Taygra Original Para Dança Confortável  Preto - Envio 24hs ,buy_it_now,179.9,,179.9,standard,1,True,True,0.66,Florianópolis,Santa Catarina
MLB2611948644,new,Tênis Meia Slip On Feminino Masculino Academia Caminhada,buy_it_now,45.99,,45.99,standard,50,True,True,0.62,Perdigão,Minas Gerais
MLB4633191316,new,Kit 9 Faixa De Cabeça Esporte Corrida Academia Yoga ,buy_it_now,21.8,27.6,21.8,promotion,50,True,True,0.85,São Paulo Zona Norte,São Paulo
MLB3819847805,new,Tênis Feminino Olympikus Pride 3 Cor Gelo Arenito - Adulto 39 Br,buy_it_now,360.61,493.99,360.61,promotion,1,True,True,,Cianorte,Paraná
MLB4632725798,new,Kit 3 Faixa De Cabeça Esporte Corrida Academia Yoga ,buy_it_now,13.28,16.8,13.28,promotion,1,True,True,0.85,São Paulo Zona Norte,São Paulo
MLB1653954873,new,Kit 3 Tênis Masculino Esporte Easy Corrida Caminhada Leve,buy_it_now,172.42,229.9,172.42,promotion,5000,True,True,0.81,Franca,São Paulo
MLB4728681096,new,Tênis Olympikus Marte Color Preto - Adulto 40 Br,buy_it_now,133.64,146.0,133.64,promotion,1,True,True,,Foz do Iguaçu,Paraná
MLB1841385279,new,Tênis Feminino Academia Caminhada Promoção Barato Corrida,buy_it_now,79.01,95.2,79.01,promotion,100,True,True,0.88,Perdigão,Minas Gerais
MLB3127587605,new,Tenis Sapatilha Neoprene Bike Pesca Unissex Top Promoção ,buy_it_now,52.0,,52.0,standard,50000,True,True,0.88,Franca,São Paulo
MLB3262469379,new,Sapatilha Aquatica Neoprene Secarapido Sola Forte Confort,buy_it_now,52.9,,52.9,standard,100,True,True,1.0,Franca,São Paulo
MLB4639496046,new,Tenis Ortopedico Masculino Corrida Caminhada Academia Treino,buy_it_now,120.61,131.1,120.61,promotion,5000,True,True,0.81,Restinga,São Paulo
MLB5122956472,new,Tênis Masculino Academia Corrida Esportivo Leve Confortável,buy_it_now,71.01,78.9,71.01,promotion,50,True,True,0.88,Franca,São Paulo
MLB3335721459,new,Kit 2 Pares De Tênis Masculino Academia Caminhada Casual Neo,buy_it_now,139.9,,139.9,standard,5000,True,True,0.66,Nova Serrana,Minas Gerais
MLB3800697211,new,Tênis Allstar Chuck Taylor Feminino Adulto Lona Classico,buy_it_now,157.9,,157.9,standard,250,True,True,0.81,São Paulo Centro,São Paulo
MLB4540778102,new,Tênis Olympikus Casual Triunfo 2 Color Petróleo/petro - Adulto 41 Br,buy_it_now,147.85,199.8,147.85,promotion,1,True,True,,Presidente Prudente,São Paulo
MLB4530231268,new,Tenis Menino Infantil Ad Escolar Esportivo Merks ,buy_it_now,59.75,62.9,59.75,promotion,500,True,True,0.77,Caçapava,São Paulo
MLB3583473003,new,Tênis Militar Corrida Preto Couro 100% Legítimo Resistente,buy_it_now,197.91,219.9,197.91,promotion,5000,True,True,0.81,Franca,São Paulo
MLB4973036384,new,Tênis Under Armour Charged Great Corrida Leve Confortável,buy_it_now,211.85,324.99,211.85,promotion,500,True,True,0.77,São João da Boa Vista,São Paulo
MLB3128499899,new,Sapatilha Híbrida Aquática Pesca Neoprene Trilha Bike Praia,buy_it_now,53.0,,53.0,standard,50000,True,True,0.88,Franca,São Paulo
MLB4641513990,new,Tênis Esportivo Academia Corrida Ortopédico Confort+ Relógio,buy_it_now,71.41,119.01,71.41,promotion,50,True,True,0.66,Franca,São Paulo
MLB2215658096,new, Tênis Feminino Para Academia Kit 3 Tênis R-4000,buy_it_now,174.7,189.9,174.7,promotion,150,True,True,0.77,Nova Serrana,Minas Gerais
MLB3625132123,new,Tenis Academia Masculino Corrida Caminhada West Boot Wave 20,buy_it_now,89.89,,89.89,standard,5000,True,True,0.81,Uberaba,Minas Gerais
MLB3505330283,new,Under Armour Pacer Color Preto - Masculino Adulto ,buy_it_now,209.99,449.99,209.99,standard,1,True,True,,Cajamar,São Paulo
MLB3893604021,new,Tênis Masculino Academia Para Malhar Corrida Lazer,buy_it_now,74.9,,74.9,standard,50,True,True,0.77,Franca,São Paulo
MLB5024503060,new,Tênis Feminino Adulto Jogger Academia Treino Caminhada Macio,buy_it_now,102.33,159.9,102.33,promotion,100,True,True,0.81,Perdigão,Minas Gerais
MLB5039284644,new,Tênis Puma Flyer Flex Wns Bdp Feminino,buy_it_now,199.99,299.9,199.99,promotion,500,True,True,0.9,Nova Lima,Minas Gerais
MLB2111116051,new,Tênis Militar Tático Corrida Kallucci Tfm Todo Em Couro,buy_it_now,197.91,219.9,197.91,promotion,5000,True,True,0.9,Franca,São Paulo
MLB3635187977,new,Kit 2 Tenis Masculino Cores Promoção Confortavel Treino Wave,buy_it_now,163.77,,163.77,standard,5000,True,True,0.81,Uberaba,Minas Gerais
MLB3845579749,new,12 Faixas Fitness Flexível Macias Respirável Não Suam,buy_it_now,31.9,,31.9,standard,250,True,True,1.0,São Paulo Centro,São Paulo
MLB5157603134,new,Tênis Masculino Mizuno Wave Creation 20 Branco Confortavel,buy_it_now,127.96,399.9,127.96,promotion,5000,True,True,0.9,Nova Serrana,Minas Gerais
MLB3610645415,new,Tênis Asics Gel Excite 10 Feminino Corrida - Caminhada,buy_it_now,359.9,459.9,359.9,promotion,100,True,True,1.0,São Paulo Centro,São Paulo
MLB5174280218,new,Kit Sapatenis Masculino Casual Básico + Relógio Ponteiro,buy_it_now,89.91,99.9,89.91,promotion,5000,True,True,0.9,Franca,São Paulo
MLB3422962581,new,Tênis Casual Masculino E Feminino Jogging 101 Azul Tamanho 43 Olympikus,buy_it_now,169.99,199.99,169.99,promotion,1,True,True,,Londrina,Paraná
MLB5033889544,new,Tênis Asics Raiden 4 Masculino Treino Academia ,buy_it_now,276.75,349.9,276.75,promotion,200,True,True,1.0,São Paulo Centro,São Paulo
MLB3900320753,new,Tênis Actvitta Feminino Esportivo Slip-on 4836.100,buy_it_now,143.9,149.9,143.9,promotion,1,True,True,1.0,Carapicuíba,São Paulo
MLB5077135906,new,Tênis Asics Gel Shogun St Feminino Corrida - Caminhada,buy_it_now,322.9,399.99,322.9,promotion,250,True,True,1.0,São Paulo Centro,São Paulo
MLB5175730282,new,Tênis Masculino Voa 2 Olympikus,buy_it_now,269.99,299.99,269.99,promotion,1,True,True,,Londrina,Paraná
MLB3838035977,new,On Running Cloudvista 2 Waterproof Feminino Black Eclipse,buy_it_now,1099.0,,1099.0,standard,1,True,True,0.9,Araçatuba,São Paulo
MLB5137442752,new,Tênis Masculino Corrida Esportivo Leve Academia + Relogio,buy_it_now,84.46,94.9,84.46,promotion,500,True,True,0.81,Franca,São Paulo
MLB3694977559,new,Tênis Olympikus Jogging 100 Color Branco - Adulto 38 Br,buy_it_now,194.65,229.0,194.65,promotion,1,True,True,,Londrina,Paraná
MLB4972764622,new,Tênis Caminhada Sneaker Feminino Polo Running Corrida,buy_it_now,79.0,,79.0,standard,5000,True,True,0.9,Franca,São Paulo
MLB2669710490,new,Cadarço Elástico Tênis Adulto Infantil Corrida Sem Amarrar,buy_it_now,31.97,,31.97,standard,1,True,True,1.0,Guarulhos,São Paulo
MLB3558685771,new,Tênis De Corrida Feminino Mizuno Vitality 4,buy_it_now,229.99,,229.99,standard,500,True,True,0.87,Jundiaí,São Paulo
MLB3699978851,new,Tênis Fila Float Maxxi 2 Pro Masculino Adulto Corrida,buy_it_now,646.0,949.9,646.0,promotion,1,True,True,0.9,Novo Hamburgo,Rio Grande do Sul
MLB4543647420,new,Camiseta Mizuno Nirvana Masculina De Treino,buy_it_now,89.9,,89.9,standard,1,True,True,0.9,São Paulo Centro,São Paulo
MLB3867686299,new,Tênis Asics Gel-nimbus 26,buy_it_now,1199.9,,1199.9,standard,1,True,True,1.0,Rio de Janeiro Centro,Rio de Janeiro
MLB1103564609,new,2 Pares Tênis Caminhada Academia Easy Ousy Lançamento 2019,buy_it_now,125.93,179.9,125.93,promotion,5000,True,True,0.81,Franca,São Paulo
MLB3901528045,new,Sapatilha Aquática Náutica Neoprene Lançamento Calce Facil,buy_it_now,29.99,49.99,29.99,promotion,5000,True,True,0.81,Franca,São Paulo
MLB3227204862,new,Tênis Unissex Caminhada Barato Corrida Oldsen Jaguar 34-43,buy_it_now,64.3,69.9,64.3,promotion,50000,True,True,0.72,Franca,São Paulo
MLB3383062431,new,Tênis Olympikus Voa 2 Preto,buy_it_now,272.85,,272.85,standard,50,True,True,0.72,Presidente Prudente,São Paulo
MLB5126493880,new,Tenis Skechers Bountiful 894284bbk Masculino,buy_it_now,257.91,299.9,257.91,promotion,1,True,True,1.0,Carazinho,Rio Grande do Sul
MLB3363076487,new,Tênis Olympikus 100% Original Preto Academia Treino Adulto,buy_it_now,169.99,229.9,169.99,promotion,500,True,True,0.77,São João da Boa Vista,São Paulo
MLB3655192104,new,Kit 2 Tênis Masculino Prospect Fly Promoção Oferta Barato,buy_it_now,99.32,139.9,99.32,promotion,5000,True,True,0.72,Franca,São Paulo
MLB1262290677,new,Tênis Caminhada Training Masculino + Boné + Relógio,buy_it_now,90.93,129.9,90.93,promotion,5000,True,True,0.81,Franca,São Paulo
MLB3792837177,new,Tênis Ultrarange Rw Confortável Lindo Macio Do 34 Ao 43,buy_it_now,119.94,199.9,119.94,promotion,50000,True,True,1.0,Nova Serrana,Minas Gerais
MLB3722236054,new,Tênis Meia Masculino E Feminino Sem Cadarço Confortável,buy_it_now,79.9,,79.9,standard,5000,True,True,0.9,Nova Serrana,Minas Gerais
MLB2046834070,new,Kit 2 Par Tenis Meia S/ Cadarço Slip On Calce Fácil Academia,buy_it_now,70.99,99.99,70.99,promotion,5000,True,True,0.72,Nova Serrana,Minas Gerais
MLB1614632547,new,Kit 2 Tênis Masculino Academia Crossfit Corrida Barato ,buy_it_now,127.9,159.9,127.9,promotion,50000,True,True,0.9,Franca,São Paulo
MLB3051961286,new,Tênis Under Armour Pacer Azul,buy_it_now,333.85,,333.85,standard,1,True,True,0.8,Presidente Prudente,São Paulo
MLB3837389396,new,Tênis Poseidon Masculino Adultos Olympikus,buy_it_now,139.35,167.9,139.35,promotion,1,True,True,,Presidente Prudente,São Paulo
MLB3824865549,new,Kit 3 Tênis Masculino Para Academia E Caminhada Super Leve,buy_it_now,139.93,199.9,139.93,promotion,5000,True,True,0.81,Franca,São Paulo
MLB4631981276,new,Boné Trucker Esporte Academia Treino Corrida Unissex Básico,buy_it_now,35.9,,35.9,standard,500,True,True,0.87,Franca,São Paulo
MLB3201442401,new,Tênis Masculino Casual Olympikus Marte,buy_it_now,162.51,211.0,162.51,promotion,50,True,True,0.9,São Paulo Centro,São Paulo
MLB3879897119,new,Tênis Masculino Moda Fitness Caminhada Leve Barato Promoção,buy_it_now,79.99,,79.99,standard,5000,True,True,1.0,Franca,São Paulo
MLB3870560421,new,Tênis Masculino Academia Asics Gel Shinobi 2 Preto Dourado,buy_it_now,283.1,479.9,283.1,promotion,250,True,True,1.0,São Paulo Centro,São Paulo
MLB2932065730,new,Tenis Masculino Academia Corrida Wave Force Promoção Barato,buy_it_now,77.99,,77.99,standard,500,True,True,0.8,Nova Serrana,Minas Gerais
MLB4543280672,new,Sapatenis Masculino Kit Tenis Relogio Com Meia Polo,buy_it_now,88.02,,88.02,standard,5000,True,True,0.81,Franca,São Paulo
MLB3445653621,new,Tênis Olympikus Pride 3 Unissex,buy_it_now,199.99,,199.99,standard,500,True,True,0.87,Jundiaí,São Paulo
MLB3845185219,new,Tênis Feminino Asics Original Lançamento Academia Promoção,buy_it_now,99.99,333.33,99.99,promotion,50000,True,True,0.81,Nova Serrana,Minas Gerais
MLB3746804269,new,Tênis Reebok Nanoflex Tr V2 Masculino,buy_it_now,361.95,599.9,361.95,promotion,500,True,True,1.0,Itabira,Minas Gerais
MLB5143004180,new,Tênis Masculino Branco P Esportes Academia Caminhada Corrida,buy_it_now,47.5,74.99,47.5,promotion,50000,True,True,0.72,Franca,São Paulo
MLB4703063744,new,Tênis Olympikus Clic Masculino Corrida - Caminhada,buy_it_now,207.25,249.9,207.25,promotion,100,True,True,1.0,São Paulo Centro,São Paulo
MLB5079191024,new,"Bermuda Fila Sport 7,5 Masculina",buy_it_now,135.0,,135.0,standard,1,True,True,0.88,Tubarão,Santa Catarina
MLB4936093962,new,Tênis Esportivo Novo Masculino Feminino Corrida Relógio Fone,buy_it_now,64.99,,64.99,standard,5000,True,True,0.7,Perdigão,Minas Gerais
MLB3892173242,new,Tênis Masculino New Balance 373 V2 Original ,buy_it_now,357.89,526.31,357.89,promotion,100,True,True,0.88,Sorocaba,São Paulo
MLB3611509224,new,Tênis Mizuno Wave Invictus 2 Color Marrom/branco/preto/preto - Adulto 37 Br,buy_it_now,604.54,,604.54,standard,1,True,True,,Guarapari,Espírito Santo
MLB5132543404,new,Tenis Fila Racer Comet Feminino-preto/rosa/cobre,buy_it_now,263.99,,263.99,standard,1,True,True,0.9,Belo Horizonte,Minas Gerais
MLB1734949618,new,Kit 2 Tênis Treino Crossfit Corrida Academia Barato Leve,buy_it_now,114.95,159.9,114.95,promotion,50000,True,True,0.81,Franca,São Paulo
MLB3889135847,new,Tênis Masculino Asics Gel Takumi Marron,buy_it_now,399.8,,399.8,standard,1,True,True,0.8,Criciúma,Santa Catarina
MLB3671627591,new,Tênis Asics Gel Excite 10 Masculino Corrida - Caminhada,buy_it_now,383.25,511.0,383.25,promotion,50,True,True,1.0,São Paulo Centro,São Paulo
MLB3895477295,new,Tênis Fila Racer Speedzone Homem,buy_it_now,599.9,,599.9,standard,500,True,True,1.0,Itabira,Minas Gerais
MLB3663275321,new,Combo Tênis Infantil Menina Feminino Escolar Casual Original,buy_it_now,125.4,177.96,125.4,promotion,500,True,True,0.8,Nova Serrana,Minas Gerais
MLB1791499655,new,Kit 2 Pares De Tenis Masculino Academia Limited + Relogio,buy_it_now,131.42,,131.42,standard,5000,True,True,0.72,Franca,São Paulo
MLB3802571860,new,Tênis Asics Versablast 2 Se Masculino,buy_it_now,221.03,329.9,221.03,promotion,100,True,True,0.9,Itabira,Minas Gerais
MLB3689996932,new,Kit 2 Pares De Tênis Super Leve Plaza Neo Esportivo +relógio,buy_it_now,149.9,,149.9,standard,5000,True,True,0.66,Nova Serrana,Minas Gerais
MLB3747718013,new,Tenis Olympikus Challenger 5 Corrida Original Nf Running,buy_it_now,215.93,359.88,215.93,promotion,1,True,True,0.81,Nova Esperança do Sudoeste,Paraná
MLB1572320320,new,Tenis Feminino Polo Joy Esporte Promoção Caminhada Academia,buy_it_now,72.2,119.02,72.2,promotion,5000,True,True,0.72,Franca,São Paulo
MLB3724101529,new,Tênis Crazychaos 2000 adidas,buy_it_now,271.59,499.99,271.59,promotion,1,True,True,0.9,Extrema,Minas Gerais
MLB789946269,new,Cadarço Elástico Para Tênis - Corrida E Triathlon Cool Lace,buy_it_now,19.99,,19.99,standard,1,True,True,0.87,Tremembé,São Paulo
MLB5070338400,new,Tênis Meia Feminino Botinha Ortopédico Esportivo Slip On Cas,buy_it_now,38.9,,38.9,standard,50,True,True,1.0,Franca,São Paulo
MLB3492349099,new,Tenis Masculino Leve Confortavel  Para Treino + Relógio ,buy_it_now,103.3,109.9,103.3,promotion,500,True,True,0.81,Franca,São Paulo
MLB3635250699,new,Kit 2 Tenis Masculino Esportivo Adulto Caminhada Corrida To,buy_it_now,161.7,,161.7,standard,50000,True,True,0.72,Uberaba,Minas Gerais
MLB5024385844,new,Tênis Fila Kr6 Color Verde-água/verde-claro - Adulto 39 Br,buy_it_now,373.99,439.99,373.99,promotion,1,True,True,,Londrina,Paraná
MLB3823914207,new,Tênis Calce Fácil Masculino Feminino Vários Tamanhos Barato,buy_it_now,53.94,89.9,53.94,promotion,500,True,True,1.0,Perdigão,Minas Gerais
MLB3470809725,new,Tênis Para Mulher Olympikus Voa Colors Cor Branco - Adulto 41 Br,buy_it_now,285.0,,285.0,standard,1,True,True,,Guarapari,Espírito Santo
MLB5070802022,new,Tênis Mizuno Virtue Feminino,buy_it_now,329.9,,329.9,standard,1,True,True,1.0,Rio de Janeiro Centro,Rio de Janeiro
MLB4991874196,new,Tênis Masculino Esportivo Polo Running Macio Confortável,buy_it_now,81.7,129.9,81.7,promotion,5000,True,True,1.0,Franca,São Paulo
MLB2011005569,new,Kit 04 Pares Tênis Meia Feminino Unissex Elástico Atacado,buy_it_now,149.99,199.99,149.99,promotion,5000,True,True,0.81,Nova Serrana,Minas Gerais
MLB5139647554,new,Tênis Masculino Gel Revelation Corrida Academia Treino Macio,buy_it_now,101.99,299.99,101.99,promotion,5000,True,True,0.72,Contagem,Minas Gerais
MLB5053035960,new,Tênis Feminino Asics Academia Corrida Macio Novo Leve Barato,buy_it_now,99.99,333.33,99.99,promotion,50000,True,True,0.81,Nova Serrana,Minas Gerais
MLB5024539252,new,Tenis Infantil Unissex Várias Cores Números Envio Em 24h,buy_it_now,53.07,93.1,53.07,promotion,250,True,True,0.7,Conceição do Pará,Minas Gerais
MLB3261455871,new,Kit 2 Camisetas Manga Longa Masculina Proteção Uv Adulto,buy_it_now,49.99,,49.99,standard,250,True,True,1.0,,
MLB3779175707,new,Tênis Mizuno Victory Rsp Color Branco - Adulto 42 Br,buy_it_now,321.1,452.9,321.1,promotion,1,True,True,,Londrina,Paraná
MLB2200100415,new,Tênis Sneaker Colorido Couro Conforto Marca Ranclafe,buy_it_now,189.9,,189.9,standard,250,True,True,0.9,Franca,São Paulo
MLB3584651683,new,Tênis Puma Flyer Flex Bdp Feminino Casual,buy_it_now,238.35,329.9,238.35,promotion,100,True,True,1.0,São Paulo Centro,São Paulo
MLB4635902828,new,Tenis Ortopedico Masculino Corrida Caminhada Tamanho Grande,buy_it_now,132.38,139.35,132.38,promotion,50000,True,True,0.81,Restinga,São Paulo
MLB4847152478,new,3 Pares Tênis Esportivo Tenis Masculino Leve E Macio Frete,buy_it_now,145.13,219.9,145.13,promotion,5000,True,True,0.9,Franca,São Paulo
MLB3858547169,new,Tênis Puma Runner City Bdp Color Branco/vermelho - Adulto 37 Br,buy_it_now,278.99,449.9,278.99,promotion,100,True,True,,Nova Lima,Minas Gerais
MLB3685081519,new,Camiseta Dry Fit Treino Academia Exercícios Plus Size Treino,buy_it_now,27.55,34.99,27.55,promotion,500,True,True,0.88,Guarulhos,São Paulo
MLB5056532908,new,Kit 2 Pares Tenis Gel Sendai Macio Crossfit Corrida Leve,buy_it_now,169.99,499.98,169.99,promotion,500,True,True,0.9,Nova Serrana,Minas Gerais
MLB5008851520,new,Tênis Asics Raiden 4 Feminino Treino Academia,buy_it_now,281.75,349.9,281.75,promotion,250,True,True,1.0,São Paulo Centro,São Paulo
MLB4856510856,new,Tênis Fila Racer Comet Feminino Corrida Caminhada,buy_it_now,280.39,388.78,280.39,promotion,50,True,True,1.0,São Paulo Centro,São Paulo
MLB3572467924,new,Tenis Masculino Kit Olimp 02 Pares Academia Entrega Rapida,buy_it_now,128.61,142.9,128.61,promotion,5000,True,True,0.72,Nova Serrana,Minas Gerais
MLB1777240302,new,Tênis Esporte Masculino Feminino Treino Academia Caminhada,buy_it_now,54.15,78.9,54.15,promotion,5000,True,True,0.81,Franca,São Paulo
MLB3873619677,new,Kit 2 Tênis Masculino Ferrari Scuderia Caminhada Leve Oferta,buy_it_now,167.99,299.99,167.99,promotion,50000,True,True,1.0,Contagem,Minas Gerais
MLB4106622880,new,Tênis Masculino Para Academia Fxb Lançamento Corrida Sport,buy_it_now,82.02,,82.02,standard,500,True,True,1.0,,Minas Gerais
MLB4629656542,new,Kit 2 Pares Wave Force Rosa + Prata Rosa Feminino Promoção W,buy_it_now,164.7,,164.7,standard,5000,True,True,0.9,Nova Serrana,Minas Gerais
MLB3722572772,new,Blusa Camisa Camiseta Básica Dryfit Esportivo Academia Top,buy_it_now,29.9,,29.9,standard,5000,True,True,0.77,São Paulo Zona Leste,São Paulo
MLB3659170773,new,Tênis Asics Gel Shinobi 2 Feminino Corrida,buy_it_now,340.1,479.9,340.1,promotion,100,True,True,1.0,São Paulo Centro,São Paulo
MLB4367416210,new,Tênis Olympikus Wellness 2 Color Chumbo - Adulto 42 Br,buy_it_now,199.2,249.0,199.2,promotion,1,True,True,,Cachoeira do Sul,Rio Grande do Sul
MLB4772728248,new,Tênis Feminino Meia Moda Kit 3 Pares Atacado Barato Promoção,buy_it_now,119.84,168.8,119.84,promotion,50000,True,True,0.81,Nova Serrana,Minas Gerais
MLB1847126123,new,"Kit 3 Tênis, Feminino Olymp Olimp Caminhada Atacado Promoção",buy_it_now,159.9,219.99,159.9,promotion,500,True,True,0.81,Perdigão,Minas Gerais
MLB3883910065,new,Tênis Saucony Axon 3 Masculino Corrida,buy_it_now,649.99,,649.99,standard,1,True,True,1.0,São Paulo Centro,São Paulo
MLB3711557603,new,Tênis Mizuno Cool Ride 2 Masculino Corrida - Caminhada,buy_it_now,285.13,422.11,285.13,promotion,50,True,True,1.0,São Paulo Centro,São Paulo
MLB2988644573,new,Tênis Sapatilha Masculina E Feminina Trilha Aquática Pesca,buy_it_now,53.89,,53.89,standard,5000,True,True,0.7,Franca,São Paulo
MLB1795495932,new,Camiseta Esporte Camisa Plus Size Academia Dry Fit M Ao G5,buy_it_now,62.9,,62.9,standard,100,True,True,1.0,Itu,São Paulo
MLB4838213836,new,Tênis Sapatênis Masculino Tratorado Casual Confort Branco,buy_it_now,179.9,,179.9,standard,5000,True,True,0.9,Franca,São Paulo
MLB3626910363,new,Olympikus Apolis Color Preto/rosa - Femenino Adulto 37 Br,buy_it_now,135.9,151.0,135.9,promotion,1,True,True,,Foz do Iguaçu,Paraná
MLB3456046569,new,Kit 3 Tênis Masculino Prospect Speed Oferta Barato + Relógio,buy_it_now,138.53,219.9,138.53,promotion,5000,True,True,0.81,Franca,São Paulo
MLB3802927419,new,Tênis Asics Gel-sparta 2 Color Black/gold - Adulto 41 Br,buy_it_now,394.0,,394.0,standard,1,True,True,,Cerquilho,São Paulo
MLB4370864960,new,Tênis Mizuno Wave Vitality 5 Color Grafite/laranja - Adulto 39 Br,buy_it_now,306.83,449.9,306.83,promotion,1,True,True,,Nova Lima,Minas Gerais
MLB3888016939,new,Tenis Esportivo Masculino Corrida Caminhada Academia Running,buy_it_now,46.91,73.31,46.91,promotion,500,True,True,0.81,Franca,São Paulo
